PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
tarde,2.0,1431.0,13.97624,1.0,40647.0,0.24602,56.80922,0.0176,michel-temer
tarefas,2.0,1431.0,13.97624,5.0,40647.0,1.2301,11.36184,0.08801,michel-temer
tema,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
tempo,10.0,1431.0,69.8812,74.0,40647.0,18.20553,3.83846,0.26052,michel-temer
tentativa,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
ter,1.0,1431.0,6.98812,41.0,40647.0,10.08685,0.6928,1.44343,michel-temer
terrorismo,1.0,1431.0,6.98812,3.0,40647.0,0.73806,9.4682,0.10562,michel-temer
texto,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
tido,2.0,1431.0,13.97624,2.0,40647.0,0.49204,28.40461,0.03521,michel-temer
tirar,1.0,1431.0,6.98812,5.0,40647.0,1.2301,5.68092,0.17603,michel-temer
toda,3.0,1431.0,20.96436,54.0,40647.0,13.28511,1.57803,0.6337,michel-temer
todas,5.0,1431.0,34.9406,98.0,40647.0,24.11002,1.44921,0.69003,michel-temer
todo,3.0,1431.0,20.96436,48.0,40647.0,11.80899,1.77529,0.56329,michel-temer
todos,18.0,1431.0,125.78616,254.0,40647.0,62.48924,2.01293,0.49679,michel-temer
tomar,1.0,1431.0,6.98812,6.0,40647.0,1.47612,4.7341,0.21123,michel-temer
tomo,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
tornou-se,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
trabalhadora,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
trabalhadores,4.0,1431.0,27.95248,20.0,40647.0,4.92041,5.68092,0.17603,michel-temer
trabalhar,2.0,1431.0,13.97624,16.0,40647.0,3.93633,3.55058,0.28164,michel-temer
trabalharemos,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
trabalhista,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
