PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
pessoal,1.0,1994.0,5.01505,14.0,40084.0,3.49267,1.43588,0.69644,afonso-penna
pode,6.0,1994.0,30.09027,65.0,40084.0,16.21595,1.8556,0.53891,afonso-penna
podem,2.0,1994.0,10.03009,24.0,40084.0,5.98743,1.67519,0.59695,afonso-penna
poder,7.0,1994.0,35.10532,104.0,40084.0,25.94551,1.35304,0.73908,afonso-penna
poderemos,1.0,1994.0,5.01505,11.0,40084.0,2.74424,1.82748,0.5472,afonso-penna
poderes,3.0,1994.0,15.04514,46.0,40084.0,11.4759,1.31102,0.76276,afonso-penna
poderosa,2.0,1994.0,10.03009,3.0,40084.0,0.74843,13.40154,0.07462,afonso-penna
poderá,2.0,1994.0,10.03009,11.0,40084.0,2.74424,3.65496,0.2736,afonso-penna
poderão,1.0,1994.0,5.01505,5.0,40084.0,1.24738,4.02046,0.24873,afonso-penna
podia,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
pois,3.0,1994.0,15.04514,41.0,40084.0,10.22852,1.4709,0.67986,afonso-penna
política,8.0,1994.0,40.12036,163.0,40084.0,40.6646,0.98662,1.01357,afonso-penna
político,1.0,1994.0,5.01505,33.0,40084.0,8.23271,0.60916,1.6416,afonso-penna
ponderação,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
pontos,2.0,1994.0,10.03009,3.0,40084.0,0.74843,13.40154,0.07462,afonso-penna
população,2.0,1994.0,10.03009,23.0,40084.0,5.73795,1.74803,0.57207,afonso-penna
porque,2.0,1994.0,10.03009,56.0,40084.0,13.97066,0.71794,1.39287,afonso-penna
portos,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
positivos,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
posição,2.0,1994.0,10.03009,13.0,40084.0,3.24319,3.09266,0.32335,afonso-penna
possa,1.0,1994.0,5.01505,22.0,40084.0,5.48847,0.91374,1.0944,afonso-penna
possam,1.0,1994.0,5.01505,19.0,40084.0,4.74005,1.05802,0.94517,afonso-penna
possamos,2.0,1994.0,10.03009,3.0,40084.0,0.74843,13.40154,0.07462,afonso-penna
possível,3.0,1994.0,15.04514,27.0,40084.0,6.73585,2.23359,0.44771,afonso-penna
posto,1.0,1994.0,5.01505,15.0,40084.0,3.74214,1.34015,0.74618,afonso-penna
poucas,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
pouco,1.0,1994.0,5.01505,34.0,40084.0,8.48219,0.59124,1.69135,afonso-penna
